id,age,political_orientation,political_interest,np_subscription,news consumption,experiment_group,trust_t1,trust_t2,trust_t1_item1,trust_t1_item2,trust_t1_item3,trust_t1_item4,trust_t1_item5,trust_t2_item1,trust_t2_item2,trust_t2_item3,trust_t2_item4,trust_t2_item5
46,20,left,4.588254673120996,no,17,positive,6.5,8.359841035141347,6,4,3,5,7,7,4,3,6,8
47,63,right,1.2881507252802296,yes,18,positive,4,5.993076310537066,4,3,6,3,4,5,1,6,3,5
48,37,center,4.190589257647606,no,8,positive,2.5,3.1972110655208987,2,1,7,2,2,2,4,8,3,3
49,35,center,1.4517206226671184,yes,13,positive,2.5,2.7285767904342464,2,2,9,4,2,3,1,8,1,2
50,31,center,3.7351255105764296,no,10,positive,3.75,5.340899011463436,4,2,7,3,4,5,2,7,4,5
51,47,center,4.932626135209171,yes,16,positive,4.5,8.375464868787489,5,1,6,4,4,7,2,5,6,8
52,39,right,3.677251736890779,yes,16,negative,3.75,4.147598225619347,4,1,8,4,4,4,3,7,4,4
53,55,right,2.4531088716693015,yes,18,negative,4.5,5.322030944750061,5,2,8,4,6,5,2,6,4,5
54,61,right,4.143779663262152,yes,19,control,3.75,6.284208400549729,4,3,7,3,4,5,3,6,4,6
55,62,center,4.739061946432027,yes,19,positive,4.25,6.197203633293654,5,4,7,3,5,5,4,4,5,6
56,52,center,4.809893304735134,yes,17,negative,5.25,7.42437284019376,5,1,5,4,6,6,5,5,6,6
57,59,left,2.56414041043378,yes,18,positive,5.5,7.392492768980373,5,1,6,6,6,7,4,4,5,7
58,51,left,4.154998457080465,yes,15,negative,4.5,4.476418475909801,5,3,7,4,5,4,1,7,4,4
59,47,right,3.495009069496239,no,19,negative,3,1.2000725002187485,3,3,8,2,4,1,1,10,1,1
60,34,left,4.562184677631918,no,8,control,7,6.517363047503091,6,3,4,7,8,5,2,5,5,5
61,46,right,4.398158018044241,no,15,positive,3.5,6.175327157187894,3,2,8,4,4,6,1,6,4,6
62,30,left,4.245625830549232,no,16,negative,3.75,4.2315425616845115,4,3,7,3,4,4,1,8,2,4
63,33,left,4.685741070433685,no,14,control,4.25,5.444230207572199,4,1,6,3,5,5,3,7,4,5
64,63,center,4.260700409668766,yes,17,negative,3.25,2.732211530834337,3,3,8,3,4,2,1,8,2,2
65,24,left,3.793325813564919,yes,16,control,4.5,5.876735206498181,4,1,6,4,5,5,1,5,6,5
66,48,left,3.737282367576528,yes,15,positive,4.75,6.471383639771732,5,5,6,4,5,5,6,5,4,6
67,60,right,3.354706005002738,yes,17,negative,4.25,4.851863250945786,4,4,7,4,5,4,1,7,3,4
68,58,right,2.048331679938703,yes,16,positive,3.5,3.148748251385083,3,1,7,4,3,3,1,9,1,3
69,45,right,4.866753156372336,yes,13,negative,4.5,5.116447525816803,4,1,6,4,5,4,4,6,3,5
70,43,center,2.4076249166045476,no,14,positive,3.25,3.9522287355694354,3,3,7,3,3,4,3,8,3,4
71,21,left,5.236027216955892,no,9,control,4.5,4.5457495593438155,4,3,6,4,5,4,3,7,4,4
72,37,right,2.4686065630332523,yes,18,control,5.25,6.432647243513049,5,3,6,5,6,5,3,5,4,6
73,63,right,3.9632342700278285,yes,19,positive,4.5,6.089040507115548,4,2,6,4,5,5,6,6,5,6
74,41,right,4.779925768404502,no,17,control,1.75,1.9827116095634714,1,1,10,3,2,2,1,10,1,2
75,26,left,4.506673635406596,yes,18,positive,5.5,6.999043782611374,5,3,5,5,6,5,4,5,5,6
76,59,right,3.605331287654219,yes,21,control,4,4.264509090069683,4,3,7,3,5,4,2,8,4,4
77,47,right,2.3532182425118897,no,13,negative,4,3.1202224773036913,4,5,6,3,4,2,1,8,1,3
78,62,center,3.955845189174453,yes,18,control,6.25,7.695243416216772,6,3,4,5,7,5,6,4,7,7
79,22,left,1.871076990915781,no,11,negative,4.75,4.875016374333589,4,2,6,4,6,5,4,7,3,4
80,30,left,3.75705063088761,no,12,control,4.5,6.082363815811606,5,2,6,3,5,5,1,5,4,5
81,21,center,1.4762557463328825,no,15,control,3.25,6.223671881347602,3,2,8,3,4,5,4,6,4,6
82,35,left,2.3019639427977974,yes,14,positive,5.25,5.82760361381228,5,2,5,4,6,4,2,6,5,5
83,52,center,3.3840534926474137,yes,17,negative,5.5,4.352722959875367,5,4,5,5,6,4,2,7,3,4
84,39,center,2.354352981527725,no,12,positive,3.25,5.351925996895315,4,5,8,2,4,4,5,6,4,5
85,59,right,3.3972830646544647,no,14,control,2.75,5.171586815608244,3,4,9,2,4,4,3,6,3,5
86,36,left,2.710498015948754,no,15,negative,5.75,7.578029067093722,6,4,6,5,7,6,5,5,6,6
87,52,left,1.335049340592126,yes,15,control,5.75,7.532928073585397,6,3,5,5,6,6,3,5,6,7
88,31,left,2.6109032707616615,no,12,negative,3.25,2.851781681149053,3,1,7,3,3,2,2,10,2,2
89,46,center,5.361518524226087,yes,19,positive,3.25,5.99330467944202,3,1,8,3,4,5,2,6,5,5
90,59,right,2.7122222711184474,yes,19,control,5.25,6.1345664303528435,5,1,6,5,6,5,3,6,5,5
91,22,left,2.1559490485082202,no,13,positive,3,6.628292417172161,3,2,8,3,3,6,4,6,6,6
92,34,center,3.5408469790559862,no,13,control,4.75,7.15626004432921,5,6,6,4,5,6,3,4,5,6
93,36,center,4.111279173969254,yes,14,negative,4.75,6.941121332799543,5,1,6,4,5,6,3,5,5,6
94,21,right,2.4955834945914535,no,12,negative,3.75,3.4749899917903235,4,1,7,2,5,3,1,10,2,3
95,55,center,3.88897860886902,yes,15,control,4.25,3.9904030483728548,5,2,6,3,4,4,2,8,3,4
96,24,left,5.525252095686839,no,11,control,5.25,6.90976354454121,5,2,5,5,5,6,4,5,5,7
97,52,right,3.602063345541017,yes,18,control,4.75,5.250588740344936,4,2,5,4,5,5,2,7,3,5
98,65,right,4.886498329355916,yes,17,positive,4.75,4.623103266134199,5,1,6,4,5,4,2,7,4,5
99,59,center,3.4585713225793393,yes,17,negative,3,6.118921233420311,4,4,9,3,3,5,3,5,5,6
100,36,right,3.193067129330995,no,11,control,4,4.916206311739752,4,3,7,4,4,4,1,8,3,5
101,65,right,4.246752106064147,yes,18,negative,2,1,2,1,9,2,2,1,2,10,1,1
102,34,center,3.210010333938409,yes,14,control,6,6.316839886684515,6,3,4,4,7,4,2,6,4,5
103,23,left,4.387058922286667,no,1,negative,2.75,1.4623890487128717,3,2,9,3,3,1,1,10,1,1
104,56,center,5.196293128140932,yes,18,negative,5.5,6.061523480762894,5,5,5,5,6,5,3,7,4,6
105,33,right,5.601021556248736,no,11,positive,3,4.620473559389509,3,1,7,2,3,4,3,6,3,4
106,39,center,6.2459734686272235,no,12,control,4,4.6335401088851524,3,5,6,3,5,4,1,7,4,4
107,63,right,2.8909774544692475,yes,17,control,3.5,5.122721756790553,4,1,8,3,4,4,2,7,4,5
108,60,right,3.7327902300119082,no,11,positive,3,3.950663020616597,3,2,8,3,3,3,2,6,4,4
109,34,left,3.6185891810644084,yes,15,negative,4.75,4.416137743129026,5,2,6,4,5,4,1,7,3,5
110,27,left,3.3260986198310407,no,11,positive,4.5,6.5419283242402475,4,2,5,3,5,5,1,5,5,5
111,25,center,2.549468536679818,no,10,negative,4,2.6836080925499717,4,1,7,5,3,3,1,8,1,2
112,60,right,3.3925722686648316,yes,16,control,4.75,4.963797705261631,5,2,6,4,5,5,1,7,3,5
113,26,left,5.034384217394029,no,5,positive,5.75,8.512563288992983,6,3,5,5,6,7,6,3,6,8
114,34,center,4.478440988596589,no,10,positive,4.25,2.1709908783876894,3,1,7,5,5,2,1,9,1,2
115,36,center,3.52163744173286,no,8,negative,4,1,4,1,7,4,4,1,5,10,1,2
116,55,right,4.64473164777961,yes,15,positive,3,2.763689393898754,3,2,7,2,3,2,2,10,2,3
117,32,center,3.269986539769161,yes,17,negative,3.25,1.8543449827145013,3,1,7,3,3,2,3,9,2,2
118,24,left,5.10219828842894,yes,15,negative,5.25,4.383382881154607,6,4,6,5,5,4,3,8,4,4
119,64,right,4.600711673251008,yes,17,negative,4,4.394819092675125,4,2,7,4,4,4,4,7,3,4
120,25,left,3.8408174477599575,no,11,negative,4,3.959484707972237,4,1,6,3,4,3,2,8,3,4
121,56,right,4.070595870338174,yes,18,control,3.5,6.343412777079778,3,1,8,3,5,5,3,7,5,6
122,38,left,3.3640225179330834,yes,16,positive,5.5,7.042021652909489,5,1,5,5,6,6,3,5,5,6
123,35,left,5.878218739760552,yes,14,positive,6.5,7.961551433037855,7,1,4,5,7,7,4,5,7,7
124,51,right,3.7039565457753114,yes,17,positive,3.5,5.668190445857483,3,3,7,3,4,5,2,6,4,5
125,57,right,3.751472660512208,yes,21,positive,3.5,6.1410855337053825,3,2,8,3,5,5,4,4,5,6
126,25,left,2.7677214729223896,no,9,control,4,3.57531958499081,4,1,6,3,4,3,1,7,2,3
127,24,center,5.497258589877557,no,11,control,3,3.519456420506692,3,5,8,2,4,3,1,10,4,3
128,26,left,4.769006626238406,no,9,control,5,7.021622922634263,4,3,5,5,5,6,3,5,5,7
129,NA,left,4.760445185881381,no,15,positive,6.5,8.085268792747943,7,5,4,5,7,7,5,5,5,7
130,54,center,2.9141328617882913,yes,19,control,6.25,7.084476583628904,6,6,3,5,6,6,3,5,6,7
131,56,right,4.063532752320903,yes,16,positive,2.75,2.2063076852547274,3,1,8,2,3,2,1,10,2,2
132,48,center,3.3575063881044445,yes,16,positive,2,4.791258226815305,2,1,8,1,2,3,3,7,4,5
133,42,left,3.1283538684676833,yes,18,positive,5.25,8.18295936389067,5,5,6,5,6,7,5,3,6,7
134,31,left,3.941806575521385,no,16,positive,4.75,6.481829130222794,5,6,6,4,5,6,4,5,5,6
135,63,right,5.583583207388554,no,7,control,3.25,3.8217929006841938,3,4,8,4,3,3,1,9,3,3
136,48,left,2.1959048912487207,yes,18,positive,3.25,3.8867066307855764,4,4,9,4,3,3,2,8,3,3
137,47,left,3.1810518057159793,no,17,positive,4.75,5.243955625438837,4,3,6,5,5,5,4,6,4,4
138,45,center,2.3536210844886,yes,16,positive,4.25,7.274479280002834,4,6,7,4,5,6,3,4,6,6
139,38,center,2.980935019297929,yes,13,control,3,2.527852613077445,3,1,8,3,3,2,4,10,2,3
140,64,right,3.8586366477772316,yes,18,control,5,5.729213341560534,5,3,5,3,6,5,4,6,4,5
141,47,left,3.8759376282763665,yes,15,control,6,7.694567919591654,6,3,5,5,7,6,4,6,6,7
142,53,right,3.7740255537510894,yes,16,negative,4,5.367549938894386,4,4,6,3,4,4,2,7,5,5
143,46,right,3.839243053781678,yes,14,negative,5.25,5.810933396096702,5,3,6,5,6,4,2,6,4,5
144,61,right,4.229780773422116,no,18,control,2.75,1.7731068875725913,3,2,8,2,3,1,1,9,1,2
145,49,right,3.8486549991165266,yes,16,control,4.5,3.835567952011772,4,5,6,4,5,3,1,9,3,4
146,64,right,4.593083265398577,yes,19,negative,2.25,1.7690152001001584,2,1,7,1,2,2,1,10,2,2
147,27,center,4.482517683524041,no,5,positive,3.25,3.050348853049914,3,1,7,2,4,1,2,9,3,2
148,54,left,4.337258254773641,yes,18,negative,5.5,6.155584722449304,5,5,6,6,6,5,3,6,5,6
149,33,right,5.488797482370037,yes,16,control,2.5,4.084005068496674,3,1,8,2,2,4,3,7,3,3
150,46,right,2.445609054918575,no,13,negative,1.5,1.8357176537100441,2,1,10,1,2,1,3,10,2,2
151,36,left,1.5181894906823363,yes,15,control,3.75,3.914795697080964,3,1,7,4,4,4,3,8,3,3
152,28,center,4.262911558656224,no,5,control,3,4.844132776819822,3,1,8,3,3,4,1,6,3,4
153,28,left,3.5886933575875464,no,5,control,4.25,4.945847753728653,4,4,6,3,5,4,4,8,4,4
154,55,center,5.431809073246192,yes,17,control,3.25,2.702554668963928,4,1,8,2,4,3,3,8,1,3
155,55,left,3.6249480138104038,no,16,control,7,10,7,4,4,6,8,8,5,3,7,9
156,30,left,4.743543717797179,yes,14,control,4,4.05667298486631,4,3,7,4,4,3,3,7,3,4
157,46,left,3.893916428450453,yes,16,control,5.5,4.6530240410122525,5,1,5,5,6,4,2,8,3,5
158,44,right,4.922953226817853,yes,18,negative,4.75,4.636780863980147,5,3,6,4,5,4,1,7,3,4
159,28,left,4.8134625379557265,no,7,control,5.5,5.547249921153715,5,4,4,4,6,5,6,7,3,5
160,34,center,4.261631850473343,no,10,control,3.25,4.6179353650501875,3,2,7,2,4,4,1,7,4,4
161,44,center,2.5203726854144635,yes,15,negative,4.75,4.588613990623828,4,5,6,5,5,4,3,8,3,4
162,31,left,4.914583121095523,no,14,control,5.5,7.154327379951865,5,6,5,5,6,6,5,5,5,7
163,20,center,2.8986727387807814,no,8,negative,4.25,1.1377420453413656,5,4,7,3,5,1,1,10,1,1
164,42,center,3.445480955068974,yes,15,negative,4,1.7514850194256426,4,5,7,4,4,2,1,9,2,2
165,20,left,2.5230611099414118,no,10,positive,4.5,5.869801191667496,4,5,6,4,5,4,4,6,4,5
166,62,center,3.169134499839947,yes,17,positive,4,4.398392392257772,4,1,7,3,5,4,3,7,3,4
167,30,center,4.2191565853505235,no,7,positive,4.25,6.678894888972699,4,2,7,4,5,5,3,4,5,6
168,64,right,3.3475758125927193,yes,17,control,6,8.286312819735091,6,5,4,5,6,6,3,4,7,8
169,59,right,5.092530895595025,yes,17,control,3,3.910156871089911,4,3,9,3,3,4,1,8,2,3
170,61,center,4.949601929091154,yes,18,negative,5.75,5.619187840724896,6,3,6,6,6,5,4,6,5,5
171,50,right,4.61038715784936,no,8,control,3.25,4.352708565347504,4,3,8,3,3,4,3,8,3,4
172,19,center,3.4345671932148325,no,7,control,3.25,2.7282368813985762,3,1,8,3,4,2,1,9,2,3
173,55,right,4.164052791151762,yes,17,negative,4.5,7.012092266201776,5,1,6,3,5,6,3,7,4,6
174,44,right,3.043124336404521,no,13,positive,4,5.758557530529789,4,2,7,3,5,5,4,6,4,5
175,61,center,4.056308691880025,yes,23,positive,5.5,8.03761920553577,5,4,5,5,6,7,5,4,6,7
176,59,center,6.27141683887335,yes,15,positive,4,4.980741028249033,4,2,8,4,5,4,1,7,5,5
177,22,center,4.480420500517816,yes,14,negative,4.75,5.950004606256997,4,4,5,4,5,5,1,6,4,5
178,35,left,3.56429661686409,yes,15,control,5,6.204878695045817,5,3,6,5,5,4,2,5,5,6
179,35,right,4.081730125044824,no,14,positive,3.5,1.4797500661420426,3,1,6,2,4,2,2,10,1,1
180,61,center,2.9893945590036175,yes,19,control,6,7.068937988040545,6,3,4,5,6,6,5,5,6,6
181,20,center,5.918473411477297,yes,12,control,2.5,3.1087984562000117,2,2,8,3,2,3,2,9,3,2
182,38,center,2.5920563663610228,no,15,positive,4,5.309824341371366,4,2,6,3,4,5,1,7,4,4
183,57,left,3.6168575718092555,yes,15,control,5.25,7.751116159467461,5,1,6,5,6,5,1,5,5,7
184,39,right,5.026331554308566,yes,14,positive,2,2.652934021077958,2,3,8,1,2,2,2,9,2,2
185,52,center,4.353736670853243,no,15,negative,3.75,1.7680342465353753,4,2,7,3,4,1,2,9,2,2
186,27,right,5.175680916813068,no,13,positive,3.75,2.3900627237159435,3,1,7,4,4,2,1,8,2,2
187,1987,right,3.8009480518853054,yes,20,negative,3,4.252118544530788,3,2,7,2,3,4,1,7,2,4
188,65,right,5.896972963178257,yes,17,positive,4,6.136307336842736,3,2,7,4,5,5,3,6,4,5
189,53,left,4.834789533495366,yes,17,negative,4.75,4.029761057473118,6,5,7,5,4,3,4,7,3,4
190,38,center,4.457107552265493,yes,15,negative,4,5.735141229028972,4,2,6,3,4,4,2,6,4,5
191,57,right,2.212009610949343,yes,18,negative,4.75,6.247456155001839,4,4,6,4,6,5,2,6,4,6
192,53,center,4.551511146270993,yes,15,control,4.5,5.07274085656148,5,4,6,3,5,5,4,7,4,5
193,31,center,3.7369723381773823,yes,13,negative,2.75,2.1401781411402316,2,2,7,2,3,2,1,9,1,2
194,50,left,5.807513600129508,yes,17,negative,6.25,7.3726847485641684,7,6,5,5,7,6,4,5,5,7
195,60,right,4.387781168092042,yes,17,positive,4,6.1512491371932105,3,1,6,3,5,5,3,5,4,6
196,21,left,4.69607147765464,no,11,control,5,6.332064143237791,5,5,6,4,6,5,5,6,4,6
197,40,center,4.267024077486198,no,16,positive,4.75,6.3867754552973235,5,3,6,4,5,6,3,5,5,6
198,63,right,5.277864063232253,yes,19,control,5.5,7.008749134105858,5,4,5,5,6,6,3,5,6,6
199,59,right,5.501095008716831,no,8,negative,4.75,5.007537459928433,4,1,6,5,5,4,4,7,3,5
200,49,left,3.3517859671570127,yes,19,negative,4,4.325756972911782,4,1,7,4,4,4,1,6,3,4
201,60,right,3.7040467777717843,yes,19,positive,3.25,4.56066361642328,3,5,7,2,4,3,3,8,3,4
202,33,left,5.244997829261671,no,9,positive,3.25,5.301582662192373,3,3,8,3,4,5,5,7,4,5
203,58,center,3.959594642671309,no,11,control,5.5,7.142415170225133,5,4,5,5,6,6,3,5,6,7
204,58,right,4.894556242892245,yes,17,control,4.5,7.288589872580601,4,4,6,4,5,6,2,4,6,7
205,62,left,4.904147034198067,yes,19,positive,7.25,10,7,5,4,7,8,9,4,3,7,10
206,30,center,3.490151364975584,no,12,positive,3.75,5.567390984972751,4,1,7,3,4,5,3,6,4,5
207,24,center,4.354148513950967,no,12,negative,2.75,4.002713274274943,2,1,9,3,4,3,4,8,3,4
208,57,right,5.070315162762529,yes,18,control,4.5,6.267627566594114,5,3,6,3,5,6,5,6,4,6
209,58,right,5.090544837414707,yes,18,negative,2.75,1.5913523667892564,2,4,8,3,3,1,1,9,1,1
210,29,left,1.9512425856345466,no,12,positive,3.5,5.420867466725953,4,1,8,3,4,4,1,5,4,5
211,26,left,3.4578347988842943,yes,17,negative,4.25,6.327989314741593,5,1,7,4,4,6,2,6,4,6
212,31,left,4.237920920229019,yes,15,negative,5,6.010028009414399,5,1,6,4,6,5,3,7,4,6
213,57,right,3.2659936239515437,yes,19,negative,3.75,4.976350548258268,3,1,6,4,3,4,1,6,4,5
214,35,left,3.0047678755951805,no,16,negative,4.5,5.816394648142063,5,4,6,3,5,4,5,6,4,5
215,40,center,3.85631594394056,yes,16,control,6,8.940256393313689,5,2,4,5,7,7,5,4,6,8
216,63,center,3.286088675444268,yes,17,control,4.75,5.375664463689826,5,1,7,5,5,5,1,6,4,5
217,41,left,3.3758395416473364,no,17,positive,4.5,6.2348403276592155,5,3,6,4,4,6,5,5,4,6
218,24,center,4.050628895173269,no,8,control,2.75,2.7457295894434792,3,2,8,2,3,2,4,7,2,3
219,19,left,2.5242570057327125,yes,12,control,3.5,2.808000501665788,3,2,6,3,3,2,1,6,2,2
220,37,left,3.8539685259135315,yes,16,positive,4.5,4.8339589977708455,4,4,6,4,5,4,3,7,4,4
221,49,right,1.9591756842210373,no,15,control,3,2.609233117344301,2,3,8,3,4,2,2,9,2,2
222,24,center,2.798667846909766,no,16,positive,4.75,5.8178618733232055,5,2,5,3,5,4,6,6,4,5
223,48,center,5.306839185331282,no,8,control,5.75,8.007689674119415,5,4,5,5,7,6,3,5,6,7
224,46,center,3.279564255341776,yes,15,control,4.5,5.799799451394583,4,2,6,4,5,5,3,6,4,5
225,26,left,3.394212097954954,yes,14,control,5.25,6.770934549125536,5,6,5,4,6,5,4,5,5,6
226,42,left,3.4150875372618845,no,12,negative,5.75,3.39320184616498,5,2,5,6,6,2,1,9,3,3
227,43,center,5.0652240171986564,yes,18,control,4.75,6.854967834095306,5,4,6,4,5,6,4,5,6,6
228,56,right,3.147903015460659,yes,17,negative,4.5,7.877185227801824,4,3,6,4,5,7,6,6,6,7
229,35,left,2.7188747016885504,yes,17,negative,3,3.9285297865318154,2,1,7,3,3,4,2,8,3,4
230,42,right,2.2758358513967263,yes,16,control,3,4.648447633094159,3,2,8,2,4,3,4,7,3,4
231,41,center,4.0567121228098655,yes,15,negative,3.75,4.282462604587338,3,3,6,3,4,4,2,7,3,4
232,38,right,4.753475357533549,yes,15,control,3.5,4.128321201252565,3,2,7,3,4,4,5,8,2,4
233,22,left,3.329366256385748,yes,15,negative,4.5,5.102618869812811,4,3,6,4,5,4,1,6,4,4
234,26,center,3.6816788150320066,no,15,negative,4.75,1.8349005836544507,5,2,6,4,5,1,2,10,1,1
235,26,left,3.5878559415671547,no,4,negative,4,4.046865142197439,4,3,7,4,4,4,1,7,2,4
236,49,right,6.635092691112295,no,11,negative,4.5,2.4644195722627367,5,6,6,4,4,2,2,8,2,2
237,51,right,4.867965310041541,yes,18,control,3,2.6125209258491457,3,3,8,3,3,2,1,9,2,3
238,56,right,5.299978246718807,yes,14,control,4.25,4.438139452036434,3,2,6,5,4,4,2,6,2,4
239,23,left,2.485129306666372,no,8,positive,4.5,5.670908960244218,4,2,5,3,5,4,3,6,4,5
240,25,left,4.683668663508808,no,10,control,3.75,4.345202365924148,4,5,8,4,4,3,1,8,2,4
241,23,left,1.8615483219483027,no,10,negative,4,4.025968370241607,4,4,7,3,5,3,4,7,3,4
242,39,center,3.1935930299973863,yes,14,negative,5.25,5.809695636843816,5,4,5,4,6,5,3,5,3,6
243,37,left,3.613438055544159,yes,17,control,4,5.853487983002058,4,2,7,4,4,5,2,6,4,5
244,32,center,4.198451667965282,no,10,negative,4.25,2.84663998440901,4,5,6,4,4,2,1,8,2,3
245,34,left,3.5652499212147495,yes,14,negative,5.5,5.993879475760048,5,4,5,5,6,5,1,5,4,6
246,40,left,4.5901148577906365,yes,15,positive,4.25,5.7873013056315665,4,2,7,4,5,5,2,6,3,5
247,49,right,5.188112171182174,yes,16,positive,3,4.558428101588673,3,1,9,3,4,3,1,6,4,4
248,36,left,3.941557052552056,yes,13,negative,5.75,7.029757093424593,5,5,4,4,7,6,5,5,5,6
249,19,left,4.403375400939115,no,15,negative,4.5,3.3699110991633647,4,4,6,4,5,3,3,7,2,3
250,40,center,5.386946029815573,yes,14,control,5.5,5.998079973207204,6,6,6,5,6,5,4,6,4,5
251,48,right,4.8544340722385915,no,11,positive,4.25,5.82097422611794,5,4,7,4,4,4,3,7,5,5
252,37,left,4.761940838652655,no,14,negative,5,4.0618535962543705,5,1,5,4,5,4,3,8,3,3
253,29,left,4.103375657446667,yes,14,control,2.75,2.8913840041788035,2,3,8,3,3,2,1,9,2,3
254,19,left,2.693926777451469,no,7,negative,4,4.642952826670216,4,1,8,5,4,4,2,7,4,4
255,22,left,3.336035736142374,no,11,control,2.75,2.37402016652631,3,2,9,2,4,2,2,9,2,2
256,39,right,2.8324957955528673,yes,17,control,3.5,5.542766480351546,4,1,8,3,4,4,4,6,4,5
257,36,left,3.8928694717612005,no,12,negative,5.25,4.852981049586727,5,3,6,5,6,4,7,6,3,4
258,33,center,4.883479180611869,yes,19,control,5,7.493793336557697,5,3,6,5,5,6,1,4,6,7
